Mouse_Tissue_ID,Mouse_ID,Experiment,bc1_well,well_type,Tissue,Genotype,Protocol,Chemistry,Multiplexed_sample1,Multiplexed_sample2,Row,Column,SampleType,Sex,Age,Notes,DOB,Age_days,Body_weight_g,Estrus_cycle,Dissection_date,Dissection_time,ZT,Dissector,Tissue_weight_mg
502_CC037_10F_33,502,igvf_025c,E2,Single,Gastrocnemius,CC037,Parse_WT_Mega,v2,NA,NA,E,2,Nuclei,Female,PNM_02,,NA,NA,23.9,NA,11/13/23,12:35 ,ZT6,HL,157
505_CC037_10M_33,505,igvf_025c,F2,Single,Gastrocnemius,CC037,Parse_WT_Mega,v2,NA,NA,F,2,Nuclei,Male,PNM_02,,1/12/24,68,24.1,NA,3/20/24,9:25 ,ZT3,HL,179
504_CC037_10F_33,504,igvf_025c,G2,Single,Gastrocnemius,CC037,Parse_WT_Mega,v2,NA,NA,G,2,Nuclei,Female,PNM_02,,NA,NA,21.0,NA,11/13/23,14:57 ,ZT8.5,HL,147
507_CC037_10M_33,507,igvf_025c,H2,Single,Gastrocnemius,CC037,Parse_WT_Mega,v2,NA,NA,H,2,Nuclei,Male,PNM_02,,1/12/24,68,23.7,NA,3/20/24,11:06 ,ZT4.5,HL,150
508_CC038_10F_33,508,igvf_025c,A3,Single,Gastrocnemius,CC038,Parse_WT_Mega,v2,NA,NA,A,3,Nuclei,Female,PNM_02,,9/21/23,69,16.8,NA,11/29/23,10:00 ,ZT3.5,HL,130
509_CC038_10M_33,509,igvf_025c,B3,Single,Gastrocnemius,CC038,Parse_WT_Mega,v2,NA,NA,B,3,Nuclei,Male,PNM_02,,9/21/23,69,23.6,NA,11/29/23,13:50 ,ZT7.5,HL,128
510_CC038_10F_33,510,igvf_025c,C3,Single,Gastrocnemius,CC038,Parse_WT_Mega,v2,NA,NA,C,3,Nuclei,Female,PNM_02,,9/21/23,69,15.6,NA,11/29/23,10:55 ,ZT4.5,HL,113
513_CC038_10M_33,513,igvf_025c,D3,Single,Gastrocnemius,CC038,Parse_WT_Mega,v2,NA,NA,D,3,Nuclei,Male,PNM_02,,12/22/23,68,23.7,NA,2/28/24,9:53 ,ZT3.5,HL,129
512_CC038_10F_33,512,igvf_025c,E3,Single,Gastrocnemius,CC038,Parse_WT_Mega,v2,NA,NA,E,3,Nuclei,Female,PNM_02,,9/18/23,72,17.3,NA,11/29/23,13:40 ,ZT7,HL,130
515_CC038_10M_33,515,igvf_025c,F3,Single,Gastrocnemius,CC038,Parse_WT_Mega,v2,NA,NA,F,3,Nuclei,Male,PNM_02,,12/22/23,68,26.2,NA,2/28/24,10:38 ,ZT4,HL,146
514_CC038_10F_33,514,igvf_025c,G3,Single,Gastrocnemius,CC038,Parse_WT_Mega,v2,NA,NA,G,3,Nuclei,Female,PNM_02,,11/28/23,71,14.5,NA,2/7/24,13:11 ,ZT6.5,HL,102
517_CC038_10M_33,517,igvf_025c,H3,Single,Gastrocnemius,CC038,Parse_WT_Mega,v2,NA,NA,H,3,Nuclei,Male,PNM_02,,NA,NA,25.2,NA,2/28/24,11:47 ,ZT5.5,HL,152
518_CC041_10F_33,518,igvf_025c,A4,Single,Gastrocnemius,CC041,Parse_WT_Mega,v2,NA,NA,A,4,Nuclei,Female,PNM_02,,1/3/24,68,14.5,NA,3/11/24,10:03 ,ZT3.5,HL,139
719_CC041_10M_33,719,igvf_025c,B4,Single,Gastrocnemius,CC041,Parse_WT_Mega,v2,NA,NA,B,4,Nuclei,Male,PNM_02,,2/4/24,71,21.5,NA,4/15/24,10:55 ,ZT4.5,HL,145
520_CC041_10F_33,520,igvf_025c,C4,Single,Gastrocnemius,CC041,Parse_WT_Mega,v2,NA,NA,C,4,Nuclei,Female,PNM_02,,1/3/24,68,19.7,NA,3/11/24,10:49 ,ZT4.5,HL,136
721_CC041_10M_33,721,igvf_025c,D4,Single,Gastrocnemius,CC041,Parse_WT_Mega,v2,NA,NA,D,4,Nuclei,Male,PNM_02,,2/4/24,71,27.4,NA,4/15/24,11:37 ,ZT5,HL,174
522_CC041_10F_33,522,igvf_025c,E4,Single,Gastrocnemius,CC041,Parse_WT_Mega,v2,NA,NA,E,4,Nuclei,Female,PNM_02,,1/3/24,68,18.7,NA,3/11/24,11:35 ,ZT5,HL,150
723_CC041_10M_33,723,igvf_025c,F4,Single,Gastrocnemius,CC041,Parse_WT_Mega,v2,NA,NA,F,4,Nuclei,Male,PNM_02,,2/4/24,71,25.9,NA,4/15/24,12:29 ,ZT6,HL,201
524_CC041_10F_33,524,igvf_025c,G4,Single,Gastrocnemius,CC041,Parse_WT_Mega,v2,NA,NA,G,4,Nuclei,Female,PNM_02,,1/3/24,68,19.1,NA,3/11/24,12:23 ,ZT6,HL,123
727_CC041_10M_33,727,igvf_025c,H4,Single,Gastrocnemius,CC041,Parse_WT_Mega,v2,NA,NA,H,4,Nuclei,Male,PNM_02,,3/16/24,68,23.5,NA,5/23/24,10:42 ,ZT4,HL,146
528_CC043_10F_33,528,igvf_025c,A5,Single,Gastrocnemius,CC043,Parse_WT_Mega,v2,NA,NA,A,5,Nuclei,Female,PNM_02,,12/17/23,66,16.6,NA,2/21/24,11:35 ,ZT5,HL,111
529_CC043_10M_33,529,igvf_025c,B5,Single,Gastrocnemius,CC043,Parse_WT_Mega,v2,NA,NA,B,5,Nuclei,Male,PNM_02,,12/30/99,0,21.5,NA,12/30/99,9:51 ,ZT3.5,HL,137
530_CC043_10F_33,530,igvf_025c,C5,Single,Gastrocnemius,CC043,Parse_WT_Mega,v2,NA,NA,C,5,Nuclei,Female,PNM_02,,12/17/23,66,15.0,NA,2/21/24,12:20 ,ZT6,HL,128
531_CC043_10M_33,531,igvf_025c,D5,Single,Gastrocnemius,CC043,Parse_WT_Mega,v2,NA,NA,D,5,Nuclei,Male,PNM_02,,NA,NA,18.5,NA,5/2/24,10:33 ,ZT4,HL,119
534_CC043_10F_33,534,igvf_025c,E5,Single,Gastrocnemius,CC043,Parse_WT_Mega,v2,NA,NA,E,5,Nuclei,Female,PNM_02,,1/8/24,70,15.5,NA,3/18/24,10:18 ,ZT4,HL,100
533_CC043_10M_33,533,igvf_025c,F5,Single,Gastrocnemius,CC043,Parse_WT_Mega,v2,NA,NA,F,5,Nuclei,Male,PNM_02,,NA,NA,19.4,NA,5/2/24,11:14 ,ZT4.5,HL,119
536_CC043_10F_33,536,igvf_025c,G5,Single,Gastrocnemius,CC043,Parse_WT_Mega,v2,NA,NA,G,5,Nuclei,Female,PNM_02,,1/8/24,70,14.2,NA,3/18/24,12:30 ,ZT6,HL,94
535_CC043_10M_33,535,igvf_025c,H5,Single,Gastrocnemius,CC043,Parse_WT_Mega,v2,NA,NA,H,5,Nuclei,Male,PNM_02,,NA,NA,0.0,NA,5/2/24,13:04 ,ZT6.5,HL,126
538_CC057_10F_33,538,igvf_025c,A6,Single,Gastrocnemius,CC057,Parse_WT_Mega,v2,NA,NA,A,6,Nuclei,Female,PNM_02,,NA,NA,21.8,NA,10/9/23,11:13 ,ZT4.5,HL,189
729_CC057_10M_33,729,igvf_025c,B6,Single,Gastrocnemius,CC057,Parse_WT_Mega,v2,NA,NA,B,6,Nuclei,Male,PNM_02,,12/14/23,55,30.5,NA,2/7/24,10:05 ,ZT3.5,HL,182
540_CC057_10F_33,540,igvf_025c,C6,Single,Gastrocnemius,CC057,Parse_WT_Mega,v2,NA,NA,C,6,Nuclei,Female,PNM_02,,NA,NA,25.2,NA,10/9/23,11:46 ,ZT5.5,HL,208
731_CC057_10M_33,731,igvf_025c,D6,Single,Gastrocnemius,CC057,Parse_WT_Mega,v2,NA,NA,D,6,Nuclei,Male,PNM_02,,11/28/23,71,31.2,NA,2/7/24,11:00 ,ZT4.5,HL,180
542_CC057_10F_33,542,igvf_025c,E6,Single,Gastrocnemius,CC057,Parse_WT_Mega,v2,NA,NA,E,6,Nuclei,Female,PNM_02,,NA,NA,22.5,NA,10/9/23,12:16 ,ZT6,HL,202
733_CC057_10M_33,733,igvf_025c,F6,Single,Gastrocnemius,CC057,Parse_WT_Mega,v2,NA,NA,F,6,Nuclei,Male,PNM_02,,11/28/23,71,31.2,NA,2/7/24,12:30 ,ZT6,HL,217
544_CC057_10F_33,544,igvf_025c,G6,Single,Gastrocnemius,CC057,Parse_WT_Mega,v2,NA,NA,G,6,Nuclei,Female,PNM_02,,NA,NA,21.6,NA,10/9/23,12:50 ,ZT6.5,HL,206
735_CC057_10M_33,735,igvf_025c,H6,Single,Gastrocnemius,CC057,Parse_WT_Mega,v2,NA,NA,H,6,Nuclei,Male,PNM_02,,12/2/23,74,30.0,NA,2/14/24,13:02 ,ZT6.5,HL,188
548_CC060_10F_33,548,igvf_025c,A7,Single,Gastrocnemius,CC060,Parse_WT_Mega,v2,NA,NA,A,7,Nuclei,Female,PNM_02,,NA,NA,16.7,NA,4/25/24,NA,NA,HL,122
549_CC060_10M_33,549,igvf_025c,B7,Single,Gastrocnemius,CC060,Parse_WT_Mega,v2,NA,NA,B,7,Nuclei,Male,PNM_02,,2/14/24,75,23.8,NA,4/29/24,9:57 ,ZT3.5,HL,138
550_CC060_10F_33,550,igvf_025c,C7,Single,Gastrocnemius,CC060,Parse_WT_Mega,v2,NA,NA,C,7,Nuclei,Female,PNM_02,,NA,NA,17.3,NA,4/25/24,NA,NA,HL,116
551_CC060_10M_33,551,igvf_025c,D7,Single,Gastrocnemius,CC060,Parse_WT_Mega,v2,NA,NA,D,7,Nuclei,Male,PNM_02,,2/14/24,75,24.0,NA,4/29/24,10:46 ,ZT4.5,HL,134
552_CC060_10F_33,552,igvf_025c,E7,Single,Gastrocnemius,CC060,Parse_WT_Mega,v2,NA,NA,E,7,Nuclei,Female,PNM_02,,NA,NA,19.0,NA,4/25/24,NA,NA,HL,100
553_CC060_10M_33,553,igvf_025c,F7,Single,Gastrocnemius,CC060,Parse_WT_Mega,v2,NA,NA,F,7,Nuclei,Male,PNM_02,,2/14/24,75,23.1,NA,4/29/24,11:36 ,ZT5,HL,135
554_CC060_10F_33,554,igvf_025c,G7,Single,Gastrocnemius,CC060,Parse_WT_Mega,v2,NA,NA,G,7,Nuclei,Female,PNM_02,,NA,NA,18.6,NA,4/25/24,NA,NA,HL,118
555_CC060_10M_33,555,igvf_025c,H7,Single,Gastrocnemius,CC060,Parse_WT_Mega,v2,NA,NA,H,7,Nuclei,Male,PNM_02,,2/17/24,72,23.3,NA,4/29/24,12:17 ,ZT6,HL,164
708_CC062_10F_33,708,igvf_025c,A8,Single,Gastrocnemius,CC062,Parse_WT_Mega,v2,NA,NA,A,8,Nuclei,Female,PNM_02,,NA,NA,19.9,NA,4/25/24,NA,NA,HL,127
559_CC062_10M_33,559,igvf_025c,B8,Single,Gastrocnemius,CC062,Parse_WT_Mega,v2,NA,NA,B,8,Nuclei,Male,PNM_02,,8/16/23,68,25.1,NA,10/23/23,13:40 ,ZT7,HL,183
710_CC062_10F_33,710,igvf_025c,C8,Single,Gastrocnemius,CC062,Parse_WT_Mega,v2,NA,NA,C,8,Nuclei,Female,PNM_02,,NA,NA,19.5,NA,4/25/24,NA,NA,HL,138
563_CC062_10M_33,563,igvf_025c,D8,Single,Gastrocnemius,CC062,Parse_WT_Mega,v2,NA,NA,D,8,Nuclei,Male,PNM_02,,NA,NA,27.5,NA,12/30/99,NA,NA,HL,NA
712_CC062_10F_33,712,igvf_025c,E8,Single,Gastrocnemius,CC062,Parse_WT_Mega,v2,NA,NA,E,8,Nuclei,Female,PNM_02,,3/9/24,68,21.2,NA,5/16/24,9:38 ,ZT3,HL,151
565_CC062_10M_33,565,igvf_025c,F8,Single,Gastrocnemius,CC062,Parse_WT_Mega,v2,NA,NA,F,8,Nuclei,Male,PNM_02,,NA,NA,27.7,NA,12/30/99,NA,NA,HL,NA
714_CC062_10F_33,714,igvf_025c,G8,Single,Gastrocnemius,CC062,Parse_WT_Mega,v2,NA,NA,G,8,Nuclei,Female,PNM_02,,3/9/24,68,20.0,NA,5/16/24,12:05 ,ZT5.5,HL,162
567_CC062_10M_33,567,igvf_025c,H8,Single,Gastrocnemius,CC062,Parse_WT_Mega,v2,NA,NA,H,8,Nuclei,Male,PNM_02,,NA,NA,27.3,NA,12/30/99,NA,NA,HL,NA
568_CC065_10F_33,568,igvf_025c,A9,Single,Gastrocnemius,CC065,Parse_WT_Mega,v2,NA,NA,A,9,Nuclei,Female,PNM_02,,8/14/23,72,22.8,NA,10/25/23,10:58 ,ZT4.5,HL,152
569_CC065_10M_33,569,igvf_025c,B9,Single,Gastrocnemius,CC065,Parse_WT_Mega,v2,NA,NA,B,9,Nuclei,Male,PNM_02,,12/28/23,67,30.1,NA,3/4/24,11:03 ,ZT4.5,HL,173
570_CC065_10F_33,570,igvf_025c,C9,Single,Gastrocnemius,CC065,Parse_WT_Mega,v2,NA,NA,C,9,Nuclei,Female,PNM_02,,8/13/23,73,22.7,NA,10/25/23,11:59 ,ZT5.5,HL,149
573_CC065_10M_33,573,igvf_025c,D9,Single,Gastrocnemius,CC065,Parse_WT_Mega,v2,NA,NA,D,9,Nuclei,Male,PNM_02,,1/9/24,71,25.1,NA,3/20/24,10:15 ,ZT4,HL,147
572_CC065_10F_33,572,igvf_025c,E9,Single,Gastrocnemius,CC065,Parse_WT_Mega,v2,NA,NA,E,9,Nuclei,Female,PNM_02,,8/14/23,72,18.7,NA,10/25/23,13:05 ,ZT6.5,HL,141
575_CC065_10M_33,575,igvf_025c,F9,Single,Gastrocnemius,CC065,Parse_WT_Mega,v2,NA,NA,F,9,Nuclei,Male,PNM_02,,1/9/24,71,27.3,NA,3/20/24,12:45 ,ZT6.5,HL,117
574_CC065_10F_33,574,igvf_025c,G9,Single,Gastrocnemius,CC065,Parse_WT_Mega,v2,NA,NA,G,9,Nuclei,Female,PNM_02,,9/14/23,67,24.0,NA,11/20/23,13:27 ,ZT7,HL,143
577_CC065_10M_33,577,igvf_025c,H9,Single,Gastrocnemius,CC065,Parse_WT_Mega,v2,NA,NA,H,9,Nuclei,Male,PNM_02,,1/9/24,71,27.1,NA,3/20/24,13:35 ,ZT7,HL,140
578_CC071_10F_33,578,igvf_025c,A10,Single,Gastrocnemius,CC071,Parse_WT_Mega,v2,NA,NA,A,10,Nuclei,Female,PNM_02,,9/23/23,67,13.8,NA,11/29/23,12:08 ,ZT5.5,HL,111
579_CC071_10M_33,579,igvf_025c,B10,Single,Gastrocnemius,CC071,Parse_WT_Mega,v2,NA,NA,B,10,Nuclei,Male,PNM_02,,12/10/23,66,17.0,NA,2/14/24,12:00 ,ZT5.5,HL,122
580_CC071_10F_33,580,igvf_025c,C10,Single,Gastrocnemius,CC071,Parse_WT_Mega,v2,NA,NA,C,10,Nuclei,Female,PNM_02,,9/23/23,67,14.3,NA,11/29/23,13:19 ,ZT7,HL,117
581_CC071_10M_33,581,igvf_025c,D10,Single,Gastrocnemius,CC071,Parse_WT_Mega,v2,NA,NA,D,10,Nuclei,Male,PNM_02,,12/10/23,66,16.7,NA,2/14/24,13:25 ,ZT7,HL,126
584_CC071_10F_33,584,igvf_025c,E10,Single,Gastrocnemius,CC071,Parse_WT_Mega,v2,NA,NA,E,10,Nuclei,Female,PNM_02,,11/30/23,67,14.4,NA,2/5/24,9:35 ,ZT3,HL,99
583_CC071_10M_33,583,igvf_025c,F10,Single,Gastrocnemius,CC071,Parse_WT_Mega,v2,NA,NA,F,10,Nuclei,Male,PNM_02,,3/17/24,67,20.4,NA,5/23/24,9:54 ,ZT3.5,HL,122
586_CC071_10F_33,586,igvf_025c,G10,Single,Gastrocnemius,CC071,Parse_WT_Mega,v2,NA,NA,G,10,Nuclei,Female,PNM_02,,11/30/23,67,13.2,NA,2/5/24,9:56 ,ZT3.5,HL,98
585_CC071_10M_33,585,igvf_025c,H10,Single,Gastrocnemius,CC071,Parse_WT_Mega,v2,NA,NA,H,10,Nuclei,Male,PNM_02,,3/17/24,67,21.6,NA,5/23/24,11:27 ,ZT5,HL,134
588_CC074_10F_33,588,igvf_025c,A11,Single,Gastrocnemius,CC074,Parse_WT_Mega,v2,NA,NA,A,11,Nuclei,Female,PNM_02,,11/27/23,70,16.3,NA,2/5/24,10:19 ,ZT4,HL,95
589_CC074_10M_33,589,igvf_025c,B11,Single,Gastrocnemius,CC074,Parse_WT_Mega,v2,NA,NA,B,11,Nuclei,Male,PNM_02,,8/10/23,69,21.4,NA,10/18/23,10:32 ,ZT4,HL,117
590_CC074_10F_33,590,igvf_025c,C11,Single,Gastrocnemius,CC074,Parse_WT_Mega,v2,NA,NA,C,11,Nuclei,Female,PNM_02,,11/27/23,70,14.0,NA,2/5/24,10:43 ,ZT4,HL,84
591_CC074_10M_33,591,igvf_025c,D11,Single,Gastrocnemius,CC074,Parse_WT_Mega,v2,NA,NA,D,11,Nuclei,Male,PNM_02,,8/10/23,69,20.5,NA,10/18/23,11:32 ,ZT5,HL,135
592_CC074_10F_33,592,igvf_025c,E11,Single,Gastrocnemius,CC074,Parse_WT_Mega,v2,NA,NA,E,11,Nuclei,Female,PNM_02,,12/25/23,70,19.0,NA,3/4/24,11:52 ,ZT5.5,HL,111
593_CC074_10M_33,593,igvf_025c,F11,Single,Gastrocnemius,CC074,Parse_WT_Mega,v2,NA,NA,F,11,Nuclei,Male,PNM_02,,8/10/23,69,20.4,NA,10/18/23,12:30 ,ZT6,HL,141
594_CC074_10F_33,594,igvf_025c,G11,Single,Gastrocnemius,CC074,Parse_WT_Mega,v2,NA,NA,G,11,Nuclei,Female,PNM_02,,12/25/23,70,14.6,NA,3/4/24,12:50 ,ZT6.5,HL,94
739_CC074_10M_33,739,igvf_025c,H11,Single,Gastrocnemius,CC074,Parse_WT_Mega,v2,NA,NA,H,11,Nuclei,Male,PNM_02,,12/16/23,67,22.3,NA,2/21/24,13:22 ,ZT7,HL,129
618_B6J_10F_33,618,igvf_025c,A12,Single,Gastrocnemius,B6J,Parse_WT_Mega,v2,NA,NA,A,12,Nuclei,Female,PNM_02,,3/12/24,72,21.2,NA,5/23/24,12:11 ,ZT5.5,HL,136
621_B6J_10M_33,621,igvf_025c,B12,Single,Gastrocnemius,B6J,Parse_WT_Mega,v2,NA,NA,B,12,Nuclei,Male,PNM_02,,3/19/24,72,24.2,NA,5/30/24,13:04 ,ZT6.5,HL,178
620_B6J_10F_33,620,igvf_025c,C12,Single,Gastrocnemius,B6J,Parse_WT_Mega,v2,NA,NA,C,12,Nuclei,Female,PNM_02,,3/19/24,72,18.6,NA,5/30/24,11:27 ,ZT5,HL,133
623_B6J_10M_33,623,igvf_025c,D12,Single,Gastrocnemius,B6J,Parse_WT_Mega,v2,NA,NA,D,12,Nuclei,Male,PNM_02,,3/26/24,72,24.9,NA,6/6/24,10:14 ,ZT3.5,HL,168
622_B6J_10F_33,622,igvf_025c,E12,Single,Gastrocnemius,B6J,Parse_WT_Mega,v2,NA,NA,E,12,Nuclei,Female,PNM_02,,3/26/24,72,19.4,NA,6/6/24,9:55 ,ZT3.5,HL,132
625_B6J_10M_33,625,igvf_025c,F12,Single,Gastrocnemius,B6J,Parse_WT_Mega,v2,NA,NA,F,12,Nuclei,Male,PNM_02,,3/26/24,72,25.4,NA,6/6/24,11:37 ,ZT5,HL,174
624_B6J_10F_33,624,igvf_025c,G12,Single,Gastrocnemius,B6J,Parse_WT_Mega,v2,NA,NA,G,12,Nuclei,Female,PNM_02,,3/26/24,72,20.6,NA,6/6/24,10:55 ,ZT4.5,HL,131
627_B6J_10M_33,627,igvf_025c,H12,Single,Gastrocnemius,B6J,Parse_WT_Mega,v2,NA,NA,H,12,Nuclei,Male,PNM_02,,3/26/24,72,25.4,NA,6/6/24,12:37 ,ZT6,HL,167
778_B6J_L_12F_03,778,igvf_cr01,A1,Single,CortexHippocampus,B6J,Parse_WT_Mega,v3,NA,NA,A,1,Nuclei,Female,PNM_03,,12/10/24,83,18.7,NA,3/3/25,9:06 ,ZT2.5,MD,170
779_B6J_L_12M_03,779,igvf_cr01,A2,Single,CortexHippocampus,B6J,Parse_WT_Mega,v3,NA,NA,A,2,Nuclei,Male,PNM_03,,12/10/24,85,28.6,NA,3/5/25,9:04 ,ZT2.5,MD,120
780_B6J_L_12F_03,780,igvf_cr01,A3,Single,CortexHippocampus,B6J,Parse_WT_Mega,v3,NA,NA,A,3,Nuclei,Female,PNM_03,,12/10/24,83,19.0,NA,3/3/25,13:01 ,ZT6.5,MD,157
781_B6J_L_12M_03,781,igvf_cr01,A4,Single,CortexHippocampus,B6J,Parse_WT_Mega,v3,NA,NA,A,4,Nuclei,Male,PNM_03,,12/10/24,85,26.2,NA,3/5/25,13:01 ,ZT6.5,MD,131
782_B6J_L_12F_03,782,igvf_cr01,A5,Single,CortexHippocampus,B6J,Parse_WT_Mega,v3,NA,NA,A,5,Nuclei,Female,PNM_03,,12/10/24,83,21.1,NA,3/3/25,17:02 ,ZT10.5,MD,133
783_B6J_L_12M_03,783,igvf_cr01,A6,Single,CortexHippocampus,B6J,Parse_WT_Mega,v3,NA,NA,A,6,Nuclei,Male,PNM_03,,12/10/24,85,27.0,NA,3/5/25,17:00 ,ZT10.5,MD,133
784_B6J_D_12F_03,784,igvf_cr01,A7,Single,CortexHippocampus,B6J,Parse_WT_Mega,v3,NA,NA,A,7,Nuclei,Female,PNM_03,,11/19/24,83,20.0,NA,2/10/25,9:05 ,ZT14.5,MD,154
785_B6J_D_12M_03,785,igvf_cr01,A8,Single,CortexHippocampus,B6J,Parse_WT_Mega,v3,NA,NA,A,8,Nuclei,Male,PNM_03,,11/19/24,85,27.8,NA,2/12/25,9:00 ,ZT14.5,MD,143
786_B6J_D_12F_03,786,igvf_cr01,A9,Single,CortexHippocampus,B6J,Parse_WT_Mega,v3,NA,NA,A,9,Nuclei,Female,PNM_03,,11/19/24,83,22.1,NA,2/10/25,13:02 ,ZT18.5,MD,164
787_B6J_D_12M_03,787,igvf_cr01,A10,Single,CortexHippocampus,B6J,Parse_WT_Mega,v3,NA,NA,A,10,Nuclei,Male,PNM_03,,11/19/24,85,29.9,NA,2/12/25,12:55 ,ZT18.5,MD,121
788_B6J_D_12F_03,788,igvf_cr01,A11,Single,CortexHippocampus,B6J,Parse_WT_Mega,v3,NA,NA,A,11,Nuclei,Female,PNM_03,,11/19/24,83,19.1,NA,2/10/25,17:02 ,ZT22.5,MD,129
789_B6J_D_12M_03,789,igvf_cr01,A12,Single,CortexHippocampus,B6J,Parse_WT_Mega,v3,NA,NA,A,12,Nuclei,Male,PNM_03,,11/19/24,85,29.1,NA,2/12/25,17:03 ,ZT22.5,MD,129
790_CASTJ_L_12F_03,790,igvf_cr01,B1,Single,CortexHippocampus,CASTJ,Parse_WT_Mega,v3,NA,NA,B,1,Nuclei,Female,PNM_03,,12/10/24,83,14.5,NA,3/3/25,9:20 ,ZT3,MD,113
791_CASTJ_L_12M_03,791,igvf_cr01,B2,Single,CortexHippocampus,CASTJ,Parse_WT_Mega,v3,NA,NA,B,2,Nuclei,Male,PNM_03,,12/10/24,85,16.1,NA,3/5/25,9:18 ,ZT3,MD,106
792_CASTJ_L_12F_03,792,igvf_cr01,B3,Single,CortexHippocampus,CASTJ,Parse_WT_Mega,v3,NA,NA,B,3,Nuclei,Female,PNM_03,,12/10/24,83,14.4,NA,3/3/25,13:15 ,ZT7,MD,108
793_CASTJ_L_12M_03,793,igvf_cr01,B4,Single,CortexHippocampus,CASTJ,Parse_WT_Mega,v3,NA,NA,B,4,Nuclei,Male,PNM_03,,12/10/24,85,16.7,NA,3/5/25,13:15 ,ZT7,MD,112
794_CASTJ_L_12F_03,794,igvf_cr01,B5,Single,CortexHippocampus,CASTJ,Parse_WT_Mega,v3,NA,NA,B,5,Nuclei,Female,PNM_03,,12/10/24,83,13.2,NA,3/3/25,17:18 ,ZT11,MD,102
795_CASTJ_L_12M_03,795,igvf_cr01,B6,Single,CortexHippocampus,CASTJ,Parse_WT_Mega,v3,NA,NA,B,6,Nuclei,Male,PNM_03,,12/10/24,85,15.9,NA,3/5/25,17:17 ,ZT11,MD,105
796_CASTJ_D_12F_03,796,igvf_cr01,B7,Single,CortexHippocampus,CASTJ,Parse_WT_Mega,v3,NA,NA,B,7,Nuclei,Female,PNM_03,,11/19/24,85,12.6,NA,2/12/25,9:12 ,ZT14.5,MD,121
797_CASTJ_D_12M_03,797,igvf_cr01,B8,Single,CortexHippocampus,CASTJ,Parse_WT_Mega,v3,NA,NA,B,8,Nuclei,Male,PNM_03,,11/19/24,83,16.1,NA,2/10/25,9:25 ,ZT15,MD,118
798_CASTJ_D_12F_03,798,igvf_cr01,B9,Single,CortexHippocampus,CASTJ,Parse_WT_Mega,v3,NA,NA,B,9,Nuclei,Female,PNM_03,,11/19/24,83,12.2,NA,2/10/25,13:15 ,ZT19,MD,139
799_CASTJ_D_12M_03,799,igvf_cr01,B10,Single,CortexHippocampus,CASTJ,Parse_WT_Mega,v3,NA,NA,B,10,Nuclei,Male,PNM_03,,11/19/24,85,17.8,NA,2/12/25,13:12 ,ZT18.5,MD,107
800_CASTJ_D_12F_03,800,igvf_cr01,B11,Single,CortexHippocampus,CASTJ,Parse_WT_Mega,v3,NA,NA,B,11,Nuclei,Female,PNM_03,,11/19/24,83,12.6,NA,2/10/25,17:13 ,ZT22.5,MD,99
801_CASTJ_D_12M_03,801,igvf_cr01,B12,Single,CortexHippocampus,CASTJ,Parse_WT_Mega,v3,NA,NA,B,12,Nuclei,Male,PNM_03,,11/19/24,85,18.3,NA,2/12/25,17:25 ,ZT23,MD,111
850_B6J_L_12F_03,850,igvf_cr01,C1,Single,CortexHippocampus,B6J,Parse_WT_Mega,v3,NA,NA,C,1,Nuclei,Female,PNM_03,,12/24/24,85,25.2,NA,3/19/25,9:19 ,ZT3,MD,128
827_B6J_L_12M_03,827,igvf_cr01,C2,Single,CortexHippocampus,B6J,Parse_WT_Mega,v3,NA,NA,C,2,Nuclei,Male,PNM_03,,12/24/24,83,26.4,NA,3/17/25,9:05 ,ZT2.5,MD,120
828_B6J_L_12F_03,828,igvf_cr01,C3,Single,CortexHippocampus,B6J,Parse_WT_Mega,v3,NA,NA,C,3,Nuclei,Female,PNM_03,,12/17/24,87,21.2,NA,3/14/25,13:00 ,ZT6.5,MD,139
829_B6J_L_12M_03,829,igvf_cr01,C4,Single,CortexHippocampus,B6J,Parse_WT_Mega,v3,NA,NA,C,4,Nuclei,Male,PNM_03,,12/24/24,83,25.8,NA,3/17/25,13:02 ,ZT6.5,MD,134
830_B6J_L_12F_03,830,igvf_cr01,C5,Single,CortexHippocampus,B6J,Parse_WT_Mega,v3,NA,NA,C,5,Nuclei,Female,PNM_03,,12/17/24,87,20.6,NA,3/14/25,17:00 ,ZT10.5,MD,129
807_B6J_L_12M_03,807,igvf_cr01,C6,Single,CortexHippocampus,B6J,Parse_WT_Mega,v3,NA,NA,C,6,Nuclei,Male,PNM_03,,12/17/24,85,24.8,NA,3/12/25,17:13 ,ZT10.5,MD,129
832_B6J_D_12F_03,832,igvf_cr01,C7,Single,CortexHippocampus,B6J,Parse_WT_Mega,v3,NA,NA,C,7,Nuclei,Female,PNM_03,,11/26/24,87,20.9,NA,2/21/25,9:05 ,ZT14.5,MD,149
833_B6J_D_12M_03,833,igvf_cr01,C8,Single,CortexHippocampus,B6J,Parse_WT_Mega,v3,NA,NA,C,8,Nuclei,Male,PNM_03,,12/3/24,83,27.7,NA,2/24/25,9:03 ,ZT14.5,MD,159
834_B6J_D_12F_03,834,igvf_cr01,C9,Single,CortexHippocampus,B6J,Parse_WT_Mega,v3,NA,NA,C,9,Nuclei,Female,PNM_03,,11/26/24,87,21.6,NA,2/21/25,13:04 ,ZT18.5,MD,153
